lambdaBS,lambdaSC,numCPE,lambdaUE,deployRange,r_min_cell,r_min_FWA,GroupCount,mean_max_FWA,std_max_FWA,median_max_FWA,mean_Band,std_Band,median_Band,mean_Band_FWA,std_Band_FWA,median_Band_FWA,mean_cell_se,std_cell_se,median_cell_se,mean_FWA_se,std_FWA_se,median_FWA_se
5,0,50,800,200,35000000,50000000,99,97.3737373737374,5.49319775757191,100,100000000,0,100000000,100000000,0,100000000,0.375296383838384,0.00280100074210757,0.375406,1.46960687878788,0.175100592820199,1.482687
5,0,50,800,200,35000000,75000000,99,71.4545454545455,13.1903433503243,75,100000000,0,100000000,100000000,0,100000000,0.375296383838384,0.00280100074210757,0.375406,2.28946727272727,0.541714605331069,2.160103
5,0,50,800,200,35000000,100000000,99,44.0505050505051,11.7041539262809,43,100000000,0,100000000,100000000,0,100000000,0.375296383838384,0.00280100074210757,0.375406,4.45995221212121,1.17098446557837,4.119747
5,0,50,800,200,35000000,125000000,99,29.5959595959596,7.2743878232077,30,100000000,0,100000000,100000000,0,100000000,0.375296383838384,0.00280100074210757,0.375406,7.00213803030303,1.57372275021414,7.105494
5,0,50,800,200,35000000,150000000,99,22.8686868686869,5.17183594418861,24,100000000,0,100000000,100000000,0,100000000,0.375296383838384,0.00280100074210757,0.375406,9.23754383838384,2.74259827767411,8.825416
5,0,50,800,200,35000000,175000000,99,18.9191919191919,4.50323413867069,20,100000000,0,100000000,100000000,0,100000000,0.375296383838384,0.00280100074210757,0.375406,13.6187035454545,3.7819658400047,13.923522
5,0,50,800,200,35000000,200000000,99,16.4646464646465,4.07659604730724,17,100000000,0,100000000,100000000,0,100000000,0.375296383838384,0.00280100074210757,0.375406,16.921248050505,3.93423374964494,16.846499
5,0,50,800,200,35000000,225000000,99,14.5050505050505,3.70431005824665,15,100000000,0,100000000,100000000,0,100000000,0.375296383838384,0.00280100074210757,0.375406,19.9954878585859,6.88081741952751,19.289732
5,0,50,800,200,35000000,250000000,99,13.010101010101,3.49779799388406,13,100000000,0,100000000,100000000,0,100000000,0.375296383838384,0.00280100074210757,0.375406,24.1756158989899,15.6995151489453,20.609083
5,0,50,800,200,35000000,275000000,99,12.020202020202,3.31656263530081,12,100000000,0,100000000,100000000,0,100000000,0.375296383838384,0.00280100074210757,0.375406,25.0872762828283,14.9753737427084,21.14454
5,0,50,800,200,35000000,300000000,99,10.9393939393939,3.16169091229058,11,100000000,0,100000000,100000000,0,100000000,0.375296383838384,0.00280100074210757,0.375406,26.0193883030303,14.3128939418124,22.199337
5,0,50,1000,200,35000000,25000000,99,100,0,100,100000000,0,100000000,100000000,0,100000000,0.303847383838384,0.00206762114472248,0.303922,1.4374872020202,0.177704316869802,1.474511
5,0,50,1000,200,35000000,50000000,99,97.3333333333333,5.66586629001484,100,100000000,0,100000000,100000000,0,100000000,0.303847383838384,0.00206762114472248,0.303922,1.46746914141414,0.169497773532244,1.480448
5,0,50,1000,200,35000000,75000000,99,71.4949494949495,13.1772637658418,74,100000000,0,100000000,100000000,0,100000000,0.303847383838384,0.00206762114472248,0.303922,2.29292632323232,0.532023262728906,2.147236
