lambdaBS,lambdaSC,numCPE,lambdaUE,deployRange,r_min_cell,r_min_FWA,num_rep,rep_gain,GroupCount,mean_max_FWA,std_max_FWA,median_max_FWA,mean_Band,std_Band,median_Band,mean_Band_FWA,std_Band_FWA,median_Band_FWA,mean_cell_se,std_cell_se,median_cell_se,mean_FWA_se,std_FWA_se,median_FWA_se
5,0,50,1000,200,35000000,300000000,4,50,99,18.3232323232323,3.95853065614999,18,80000000,0,80000000,78405357.578047,36487.9982257251,78409102.635236,2069.15262221212,31.0747398277117,2067.547852,14.0410271313131,2.36525973775317,13.407924
5,0,50,1000,200,35000000,300000000,4,60,99,18.3030303030303,4.1242304055239,18,80000000,0,80000000,78424991.3003995,34571.5800432803,78423786.085121,2091.41683870707,31.2793420585187,2089.935431,13.9370297979798,2.41862682782113,13.485848
5,0,50,1000,200,35000000,300000000,4,70,99,18.2626262626263,4.12455528483624,18,80000000,0,80000000,78441401.8114258,32963.8464641815,78441505.640988,2109.8570909495,31.4480970188221,2108.910562,14.0394193131313,2.4205275568994,13.388531
5,0,50,1000,200,35000000,300000000,5,10,99,18.2828282828283,4.00520173009847,18,80000000,0,80000000,78225480.6498454,42034.9730771328,78225584.915774,1878.29439435354,31.1573400483019,1878.148305,14.053747010101,2.41718014109796,13.532477
5,0,50,1000,200,35000000,300000000,5,20,99,18.4040404040404,4.22557613972776,18,80000000,0,80000000,78311946.3538301,38804.8638652201,78313669.63384,1962.70408784848,30.9776369579638,1959.777212,13.895034969697,2.31417128287668,13.413734
5,0,50,1000,200,35000000,300000000,5,30,99,18.1717171717172,4.16261398456523,18,80000000,0,80000000,78360357.0012319,37582.269643163,78363550.783563,2011.98050331313,30.5362054643943,2011.866621,13.9977475959596,2.38318943459823,13.592295
5,0,50,1000,200,35000000,300000000,5,40,99,18.3232323232323,4.09037766538435,18,80000000,0,80000000,78392301.7850146,34699.3203780789,78393741.058167,2046.94678012121,31.5607006067984,2045.879838,14.0445376060606,2.45508344693943,13.423353
5,0,50,1000,200,35000000,300000000,5,50,99,18.3535353535354,3.98034233814623,18,80000000,0,80000000,78415703.5441526,34500.0054648888,78413726.168681,2073.50380543434,30.7602749012445,2073.642745,13.9781564747475,2.38758883527611,13.543811
5,0,50,1000,200,35000000,300000000,5,60,99,18.3838383838384,4.21054815062311,18,80000000,0,80000000,78432584.9820272,33901.5763825854,78429987.165361,2096.31047809091,30.822079794279,2095.96908,13.9928477676768,2.47224902853499,13.331734
5,0,50,1000,200,35000000,300000000,5,70,99,18.1717171717172,4.15770836615165,18,80000000,0,80000000,78446454.9701717,34445.7793716194,78446325.297887,2114.07411907071,31.3475664114017,2111.15725,14.0728505858586,2.52622481205088,13.365265
