lambdaBS,numCPE,lambdaUE,deployRange,GroupCount,mean_mean_rate_FWA,std_mean_rate_FWA,median_mean_rate_FWA,mean_mean_rate_cell,std_mean_rate_cell,median_mean_rate_cell
20,20,100,200,99,36858538.0871535,61787094.5903045,19726287.06499,23505743.7876912,11950855.5726714,29035452.804374
