lambdaBS,numCPE,lambdaUE,deployRange,GroupCount,mean_mean_rate_FWA,std_mean_rate_FWA,median_mean_rate_FWA,mean_mean_rate_cell,std_mean_rate_cell,median_mean_rate_cell
20,10,100,200,99,32340176.1626535,66038080.212188,12685675.531175,25230782.1615092,13873485.3781842,32799443.087914
