lambdaBS,numCPE,lambdaUE,deployRange,GroupCount,mean_mean_rate_FWA,std_mean_rate_FWA,median_mean_rate_FWA,mean_mean_rate_cell,std_mean_rate_cell,median_mean_rate_cell
20,50,100,200,99,25310194.442809,32192539.131828,17137097.097073,20339822.2247571,11356054.3523293,24875786.267169
