lambdaBS,lambdaSC,numCPE,lambdaUE,deployRange,r_min_cell,r_min_FWA,GroupCount,mean_max_FWA,std_max_FWA,median_max_FWA,mean_Band,std_Band,median_Band,mean_Band_FWA,std_Band_FWA,median_Band_FWA,mean_cell_se,std_cell_se,median_cell_se,mean_FWA_se,std_FWA_se,median_FWA_se
5,0,50,200,200,35000000,25000000,100,50,0,50,100000000,0,100000000,88891238.5796333,419371.663967237,88875637.8018175,31.73301567,0.890816608696524,31.7007105,1.98650947,0.0387533739930806,1.984337
5,0,50,200,200,35000000,50000000,100,50,0,50,100000000,0,100000000,88891238.5796333,419371.663967237,88875637.8018175,31.73301567,0.890816608696524,31.7007105,1.95987398,0.0591098939668079,1.9552645
5,0,50,200,200,35000000,75000000,100,50,0,50,100000000,0,100000000,88891238.5796333,419371.663967237,88875637.8018175,31.73301567,0.890816608696524,31.7007105,1.93893324,0.0740089416930662,1.931447
5,0,50,200,200,35000000,100000000,100,48.51,4.55603717582229,50,100000000,0,100000000,88891238.5796333,419371.663967237,88875637.8018175,31.73301567,0.890816608696524,31.7007105,2.04215551,0.452424360910822,1.938452
5,0,50,200,200,35000000,125000000,100,37.27,13.1777705384347,43,100000000,0,100000000,88891238.5796333,419371.663967237,88875637.8018175,31.73301567,0.890816608696524,31.7007105,3.85939353,2.81520205344069,2.432527
5,0,50,200,200,35000000,150000000,100,16.45,5.8142545141708,15,100000000,0,100000000,88891238.5796333,419371.663967237,88875637.8018175,31.73301567,0.890816608696524,31.7007105,16.68043817,20.5020108174028,10.377828
5,0,50,200,200,35000000,175000000,100,9.94,2.47745389014161,10,100000000,0,100000000,88891238.5796333,419371.663967237,88875637.8018175,31.73301567,0.890816608696524,31.7007105,61.80668384,39.6253822237185,71.6816445
5,0,50,200,200,35000000,200000000,100,7.59,2.25672955464945,7,100000000,0,100000000,88891238.5796333,419371.663967237,88875637.8018175,31.73301567,0.890816608696524,31.7007105,91.87281304,34.7432024351489,95.879493
5,0,50,200,200,35000000,225000000,100,6.42,1.9907868603224,6.5,100000000,0,100000000,88891238.5796333,419371.663967237,88875637.8018175,31.73301567,0.890816608696524,31.7007105,98.48634635,32.1944062697153,97.6524745
5,0,50,200,200,35000000,250000000,100,5.73,1.84694670232038,5,100000000,0,100000000,88891238.5796333,419371.663967237,88875637.8018175,31.73301567,0.890816608696524,31.7007105,97.39130671,34.3476902865438,95.705411
5,0,50,200,200,35000000,275000000,100,5.02,1.86395907528664,5,100000000,0,100000000,88891238.5796333,419371.663967237,88875637.8018175,31.73301567,0.890816608696524,31.7007105,91.48165352,38.5110398539151,89.876622
5,0,50,200,200,35000000,300000000,100,4.57,1.75956261782882,4,100000000,0,100000000,88891238.5796333,419371.663967237,88875637.8018175,31.73301567,0.890816608696524,31.7007105,89.00678288,41.3355001804953,85.1414715
5,0,50,400,200,35000000,25000000,100,50,0,50,100000000,0,100000000,78855628.5279623,605620.297984447,78840660.2290135,31.68271687,0.775422139151375,31.683489,2.00048503,0.0502612414541687,1.9966415
5,0,50,400,200,35000000,50000000,100,50,0,50,100000000,0,100000000,78855628.5279623,605620.297984447,78840660.2290135,31.68271687,0.775422139151375,31.683489,1.97943677,0.0705624733542969,1.980543
5,0,50,400,200,35000000,75000000,100,50,0,50,100000000,0,100000000,78855628.5279623,605620.297984447,78840660.2290135,31.68271687,0.775422139151375,31.683489,1.96988704,0.0866430686595636,1.970637
5,0,50,400,200,35000000,100000000,100,44.32,9.33969480175337,50,100000000,0,100000000,78855628.5279623,605620.297984447,78840660.2290135,31.68271687,0.775422139151375,31.683489,2.595451,1.37111980753727,2.0249875
5,0,50,400,200,35000000,125000000,100,23.82,11.3950015623545,19,100000000,0,100000000,78855628.5279623,605620.297984447,78840660.2290135,31.68271687,0.775422139151375,31.683489,8.81191236,9.34751920987377,6.6552765
5,0,50,400,200,35000000,150000000,100,11,2.70054240717107,10.5,100000000,0,100000000,78855628.5279623,605620.297984447,78840660.2290135,31.68271687,0.775422139151375,31.683489,51.65601319,41.7210071699385,25.6736035
5,0,50,400,200,35000000,175000000,100,7.76,2.16547752915908,8,100000000,0,100000000,78855628.5279623,605620.297984447,78840660.2290135,31.68271687,0.775422139151375,31.683489,95.29593544,38.6472570909789,98.2018385
5,0,50,400,200,35000000,200000000,100,6.48,1.94094634837564,6.5,100000000,0,100000000,78855628.5279623,605620.297984447,78840660.2290135,31.68271687,0.775422139151375,31.683489,107.15657838,32.2555274323367,100.845001
5,0,50,400,200,35000000,225000000,100,5.58,1.84325140921573,5,100000000,0,100000000,78855628.5279623,605620.297984447,78840660.2290135,31.68271687,0.775422139151375,31.683489,107.04759289,35.6731842109762,99.5327935
5,0,50,400,200,35000000,250000000,100,4.91,1.75864387606709,5,100000000,0,100000000,78855628.5279623,605620.297984447,78840660.2290135,31.68271687,0.775422139151375,31.683489,102.04272855,40.3218177730666,96.033233
5,0,50,400,200,35000000,275000000,100,4.44,1.65340175811488,4,100000000,0,100000000,78855628.5279623,605620.297984447,78840660.2290135,31.68271687,0.775422139151375,31.683489,98.80714818,44.9656908507136,94.851647
5,0,50,400,200,35000000,300000000,100,4.16,1.66193267072412,4,100000000,0,100000000,78855628.5279623,605620.297984447,78840660.2290135,31.68271687,0.775422139151375,31.683489,96.08590847,46.1519757918596,86.5681145
5,0,50,600,200,35000000,25000000,100,50,0,50,100000000,0,100000000,67466141.2612691,881704.464423097,67664029.375274,31.69943829,0.540009366864838,31.661365,2.02842168,0.0557349732660497,2.0181905
5,0,50,600,200,35000000,50000000,100,50,0,50,100000000,0,100000000,67466141.2612691,881704.464423097,67664029.375274,31.69943829,0.540009366864838,31.661365,2.01645829,0.0684607528780704,2.01454
5,0,50,600,200,35000000,75000000,100,48.73,4.37129063529089,50,100000000,0,100000000,67466141.2612691,881704.464423097,67664029.375274,31.69943829,0.540009366864838,31.661365,2.12419646,0.466976278392816,2.0375475
5,0,50,600,200,35000000,100000000,100,32.21,14.016797282568,32,100000000,0,100000000,67466141.2612691,881704.464423097,67664029.375274,31.69943829,0.540009366864838,31.661365,6.17041277,8.55741734097457,3.624275
5,0,50,600,200,35000000,125000000,100,11.92,2.96675178631718,11.5,100000000,0,100000000,67466141.2612691,881704.464423097,67664029.375274,31.69943829,0.540009366864838,31.661365,37.93735279,36.6113155481469,19.42132
5,0,50,600,200,35000000,150000000,100,7.84,2.05342778216466,8,100000000,0,100000000,67466141.2612691,881704.464423097,67664029.375274,31.69943829,0.540009366864838,31.661365,103.79848305,40.7946446104671,109.2726595
5,0,50,600,200,35000000,175000000,100,6.32,1.86341708490698,6,100000000,0,100000000,67466141.2612691,881704.464423097,67664029.375274,31.69943829,0.540009366864838,31.661365,118.46547425,34.4798911896446,114.460633
5,0,50,600,200,35000000,200000000,100,5.32,1.7342654836203,5,100000000,0,100000000,67466141.2612691,881704.464423097,67664029.375274,31.69943829,0.540009366864838,31.661365,119.06962941,38.1954471730669,114.2418075
5,0,50,600,200,35000000,225000000,100,4.73,1.69881123023119,4.5,100000000,0,100000000,67466141.2612691,881704.464423097,67664029.375274,31.69943829,0.540009366864838,31.661365,116.1481202,43.4193296170977,109.1196475
5,0,50,600,200,35000000,250000000,100,4.31,1.60614350843783,4,100000000,0,100000000,67466141.2612691,881704.464423097,67664029.375274,31.69943829,0.540009366864838,31.661365,113.62879816,47.7552665667655,104.403781
5,0,50,600,200,35000000,275000000,100,3.91,1.58970806035942,4,100000000,0,100000000,67466141.2612691,881704.464423097,67664029.375274,31.69943829,0.540009366864838,31.661365,110.86903518,53.4792991285539,102.5190285
5,0,50,600,200,35000000,300000000,100,3.59,1.47774739848777,4,100000000,0,100000000,67466141.2612691,881704.464423097,67664029.375274,31.69943829,0.540009366864838,31.661365,106.48436448,58.3673875343889,95.917909
5,0,50,800,200,35000000,25000000,100,50,0,50,100000000,0,100000000,57796668.7376311,979437.67223514,57845104.9043755,31.75203553,0.445934142292005,31.7864815,2.04983413,0.0686064005299054,2.056153
5,0,50,800,200,35000000,50000000,100,50,0,50,100000000,0,100000000,57796668.7376311,979437.67223514,57845104.9043755,31.75203553,0.445934142292005,31.7864815,2.03719122,0.071015354006285,2.047988
5,0,50,800,200,35000000,75000000,100,42.79,10.5823323315684,50,100000000,0,100000000,57796668.7376311,979437.67223514,57845104.9043755,31.75203553,0.445934142292005,31.7864815,2.97899534,1.74038656756991,2.101874
5,0,50,800,200,35000000,100000000,100,14.91,4.79287139005588,14,100000000,0,100000000,57796668.7376311,979437.67223514,57845104.9043755,31.75203553,0.445934142292005,31.7864815,22.50797411,29.133684404581,12.3101195
5,0,50,800,200,35000000,125000000,100,8.16,2.06324252015358,8,100000000,0,100000000,57796668.7376311,979437.67223514,57845104.9043755,31.75203553,0.445934142292005,31.7864815,104.34081757,42.8610599496055,109.6823865
5,0,50,800,200,35000000,150000000,100,6.32,1.77456780909914,7,100000000,0,100000000,57796668.7376311,979437.67223514,57845104.9043755,31.75203553,0.445934142292005,31.7864815,123.72343309,33.3230781277587,120.1075195
5,0,50,800,200,35000000,175000000,100,5.17,1.68807463093193,5,100000000,0,100000000,57796668.7376311,979437.67223514,57845104.9043755,31.75203553,0.445934142292005,31.7864815,123.64337076,38.6332289493435,115.4624615
