take_rate,activity,GroupCount,mean_numCPE,median_numCPE,std_numCPE,mean_numUE,median_numUE,std_numUE,mean_se_cell_ue,median_se_cell_ue,std_se_cell_ue,mean_se_fwa_cpe,median_se_fwa_cpe,std_se_fwa_cpe,mean_multiple,median_multiple,std_multiple,mean_se_fwa_sector,median_se_fwa_sector,std_se_fwa_sector,mean_se_cell_sector,median_se_cell_sector,std_se_cell_sector,se_multiple,se_fwa_sector_se
0.2,0.05,100,152,152,0,66,66,0,1.29250029,1.2957505,0.0812895976355114,4.65942609,4.6299495,0.292502037077568,3.61887966,3.626959,0.318936258012086,NaN,NaN,NaN,NaN,NaN,NaN,0.0318936258012086,NaN
