UE idx,lambdaBS,lambdaUE,deployRange,minRatereq,powerFac,lower_bound_thresh,mean_rate_before_handoff_affected,mean_rate_after_handoff_affected,mean_rate_before_handoff_not_affected,mean_rate_after_handoff_not_affected,rate_after_handoff_fr2
1,5,250,300.000000,400000000.000000,10.000000,0.100000,80026367.7422542423009872,56956098.5813226103782654,84532804.5903580337762833,87919315.8430860042572021,3271145648.7289476394653320
